"Refid","Author","Title","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Sample Size","Sample Size is >5 (Case Reports ONLY) ","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> General","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Peds","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Speciality Bucket -> Can't tell","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality descriptive studies","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"76","M Bersanelli","Controversies about COVID-19 and anticancer treatment with immune checkpoint inhibitors.","Mar 2020","Immunotherapy","32212881","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion","0","N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,,"Other","Oncology",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"76","M Bersanelli","Controversies about COVID-19 and anticancer treatment with immune checkpoint inhibitors.","Mar 2020","Immunotherapy","32212881","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Oncology",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"77","A Shankar, D Saini, S Roy, A Mosavi Jarrahi, A Chakraborty, SJ Bharti, F Taghizadeh-Hesary","Cancer Care Delivery Challenges Amidst Coronavirus Disease - 19 (COVID-19) Outbreak: Specific Precautions for Cancer Patients and Cancer Care Providers to Prevent Spread.","Mar 2020","Asian Pacific journal of cancer prevention : APJCP","32212779","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,"ICU",,,,,,,,,"Other","Oncology",,,,,,,,"Letter to the Editor/Opinion","Other","Special Populations",,"Yes",
"77","A Shankar, D Saini, S Roy, A Mosavi Jarrahi, A Chakraborty, SJ Bharti, F Taghizadeh-Hesary","Cancer Care Delivery Challenges Amidst Coronavirus Disease - 19 (COVID-19) Outbreak: Specific Precautions for Cancer Patients and Cancer Care Providers to Prevent Spread.","Mar 2020","Asian Pacific journal of cancer prevention : APJCP","32212779","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Oncology",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"82","M Szerlip, S Anwaruddin, HD Aronow, MG Cohen, MJ Daniels, P Dehghani, DE Drachman, S Elmariah, DN Feldman, S Garcia, J Giri, P Kaul, N Kapur, DJ Kumbhani, PM Meraj, B Morray, KR Nayak, SA Parikh, R Sakhuja, JM Schussler, A Seto, B Shah, RV Swaminathan, DA Zidar, SS Naidu","Considerations for Cardiac Catheterization Laboratory Procedures During the COVID-19 Pandemic Perspectives from the Society for Cardiovascular Angiography and Interventions Emerging Leader Mentorship (SCAI ELM) Members and Graduates.","Mar 2020","Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions","32212409","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,"Cardiology",,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"82","M Szerlip, S Anwaruddin, HD Aronow, MG Cohen, MJ Daniels, P Dehghani, DE Drachman, S Elmariah, DN Feldman, S Garcia, J Giri, P Kaul, N Kapur, DJ Kumbhani, PM Meraj, B Morray, KR Nayak, SA Parikh, R Sakhuja, JM Schussler, A Seto, B Shah, RV Swaminathan, DA Zidar, SS Naidu","Considerations for Cardiac Catheterization Laboratory Procedures During the COVID-19 Pandemic Perspectives from the Society for Cardiovascular Angiography and Interventions Emerging Leader Mentorship (SCAI ELM) Members and Graduates.","Mar 2020","Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions","32212409","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,"Cardiology",,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"83","A Mitra, DM Dwyre, M Schivo, GR Thompson, SH Cohen, N Ku, JP Graff","Leukoerythroblastic reaction in a patient with COVID-19 infection.","Mar 2020","American journal of hematology","32212392","Meghanglibbery","1","Yes","Case Series/Report","1","No",,,,,,,,"Internal Medicine","ICU",,,,,,,,,"Other","Hematology",,,,,"Case report",,,,,,,"Yes",
"83","A Mitra, DM Dwyre, M Schivo, GR Thompson, SH Cohen, N Ku, JP Graff","Leukoerythroblastic reaction in a patient with COVID-19 infection.","Mar 2020","American journal of hematology","32212392","jasper.ho","1","Yes","Case Series/Report","1","No",,,,,,,,,,,,,,,,,,"Other","Pathology",,,,,"Case report",,,,,,,"Yes",
"84","H D'Adamo, T Yoshikawa, JG Ouslander","Coronavirus Disease 2019 in Geriatrics and Long-term Care: The ABCDs of COVID-19.","Mar 2020","Journal of the American Geriatrics Society","32212386","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,,"Other","Geriatrics",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"84","H D'Adamo, T Yoshikawa, JG Ouslander","Coronavirus Disease 2019 in Geriatrics and Long-term Care: The ABCDs of COVID-19.","Mar 2020","Journal of the American Geriatrics Society","32212386","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,,"Other","Geriatrics",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"86","P Brodin","Why is COVID-19 so mild in children?","Mar 2020","Acta paediatrica (Oslo, Norway : 1992)","32212348","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion","0","N/A - pick if not case report",,,,,,,,,,,,,"Peds",,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"86","P Brodin","Why is COVID-19 so mild in children?","Mar 2020","Acta paediatrica (Oslo, Norway : 1992)","32212348","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,"Peds",,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"87","D Lillicrap","Disseminated intravascular coagulation in patients with 2019-nCoV pneumonia.","Mar 2020","Journal of thrombosis and haemostasis : JTH","32212240","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion","0","N/A - pick if not case report",,,,,,,,"Internal Medicine","ICU",,,,,,,,,"Other","Hematology",,,,"Natural history studies",,,,,,,,"Yes",
"87","D Lillicrap","Disseminated intravascular coagulation in patients with 2019-nCoV pneumonia.","Mar 2020","Journal of thrombosis and haemostasis : JTH","32212240","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,"Internal Medicine","ICU",,,,,,,,,"Other","Hematology",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"90","Y Zhang, X Zhang, L Liu, H Wang, Q Zhao","Suggestions for infection prevention and control in digestive endoscopy during current 2019-nCoV pneumonia outbreak in Wuhan, Hubei province, China.","Apr 2020","Endoscopy","32212122","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion","0","N/A - pick if not case report",,,,,"Gastroenterology","General",,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"90","Y Zhang, X Zhang, L Liu, H Wang, Q Zhao","Suggestions for infection prevention and control in digestive endoscopy during current 2019-nCoV pneumonia outbreak in Wuhan, Hubei province, China.","Apr 2020","Endoscopy","32212122","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"91","SA Lie, SW Wong, LT Wong, TGL Wong, SY Chong","Practical considerations for performing regional anesthesia: lessons learned from the COVID-19 pandemic.","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32212103","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion","0","N/A - pick if not case report","Anesthesia",,,,,"General",,,"ICU",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"91","SA Lie, SW Wong, LT Wong, TGL Wong, SY Chong","Practical considerations for performing regional anesthesia: lessons learned from the COVID-19 pandemic.","Mar 2020","Canadian journal of anaesthesia = Journal canadien d'anesthesie","32212103","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report","Anesthesia",,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"93","S Zhang, Z Wang, R Chang, H Wang, C Xu, X Yu, L Tsamlag, Y Dong, H Wang, Y Cai","COVID-19 containment: China provides important lessons for global response.","Mar 2020","Frontiers of medicine","32212059","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,,,,,,,,,,,"Other","Public Health",,"Yes",
"93","S Zhang, Z Wang, R Chang, H Wang, C Xu, X Yu, L Tsamlag, Y Dong, H Wang, Y Cai","COVID-19 containment: China provides important lessons for global response.","Mar 2020","Frontiers of medicine","32212059","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Public health",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"94","Z Zhang, S Liu, M Xiang, S Li, D Zhao, C Huang, S Chen","Protecting healthcare personnel from 2019-nCoV infection risks: lessons and suggestions.","Mar 2020","Frontiers of medicine","32212058","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,,,,,,,,,,,"Other","Public Health",,"Yes",
"94","Z Zhang, S Liu, M Xiang, S Li, D Zhao, C Huang, S Chen","Protecting healthcare personnel from 2019-nCoV infection risks: lessons and suggestions.","Mar 2020","Frontiers of medicine","32212058","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,"Other","Occupational health",,,,,,"Reports of interventions/treatments",,,,,,"Yes",
"95","Z Zhou, D Guo, C Li, Z Fang, L Chen, R Yang, X Li, W Zeng","Coronavirus disease 2019: initial chest CT findings.","Mar 2020","European radiology","32211963","Meghanglibbery","1","Yes","Systematic Review","62","N/A - pick if not case report",,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,"Imaging studies",,,,,"Yes",
"95","Z Zhou, D Guo, C Li, Z Fang, L Chen, R Yang, X Li, W Zeng","Coronavirus disease 2019: initial chest CT findings.","Mar 2020","European radiology","32211963","jasper.ho","1","Yes","Case Series/Report","62","Yes",,,,,,,,,,,,,,,,,"Radiology",,,,,,,"Case report",,,,,,,"Yes",
"96","D Thomas-Rüddel, J Winning, P Dickmann, D Ouart, A Kortgen, U Janssens, M Bauer","Coronavirus disease 2019 (COVID-19): update for anesthesiologists and intensivists March 2020.","Mar 2020","Der Anaesthesist","32211920","Meghanglibbery","1","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes",
"96","D Thomas-Rüddel, J Winning, P Dickmann, D Ouart, A Kortgen, U Janssens, M Bauer","Coronavirus disease 2019 (COVID-19): update for anesthesiologists and intensivists March 2020.","Mar 2020","Der Anaesthesist","32211920","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report","Anesthesia",,"Emergency Medicine",,,,,,"ICU",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,"Yes",
"98","J Lian, X Jin, S Hao, H Cai, S Zhang, L Zheng, H Jia, J Hu, J Gao, Y Zhang, X Zhang, G Yu, X Wang, J Gu, C Ye, C Jin, Y Lu, X Yu, X Yu, Y Ren, Y Qiu, L Li, J Sheng, Y Yang","Analysis of Epidemiological and Clinical features in older patients with Corona Virus Disease 2019 (COVID-19) out of Wuhan.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32211844","Meghanglibbery","1","Yes","Systematic Review","788","N/A - pick if not case report",,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,,,,,,,"Other","Epidemiology",,"Yes",
"98","J Lian, X Jin, S Hao, H Cai, S Zhang, L Zheng, H Jia, J Hu, J Gao, Y Zhang, X Zhang, G Yu, X Wang, J Gu, C Ye, C Jin, Y Lu, X Yu, X Yu, Y Ren, Y Qiu, L Li, J Sheng, Y Yang","Analysis of Epidemiological and Clinical features in older patients with Corona Virus Disease 2019 (COVID-19) out of Wuhan.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32211844","jasper.ho","1","Yes","Case Series/Report","788","Yes",,,,,,"General",,,,,,,,,,,,"Other","Geriatrics",,,,,"Case report",,,,,,,"Yes",
"100","J Yu, W Ouyang, MLK Chua, C Xie","SARS-CoV-2 Transmission in Patients With Cancer at a Tertiary Care Hospital in Wuhan, China.","Mar 2020","JAMA oncology","32211820","Meghanglibbery","1","Yes","Systematic Review","1524","N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,,"Other","Oncology",,,,,,,,,"Other","Epidemiology",,"Yes",
"100","J Yu, W Ouyang, MLK Chua, C Xie","SARS-CoV-2 Transmission in Patients With Cancer at a Tertiary Care Hospital in Wuhan, China.","Mar 2020","JAMA oncology","32211820","jasper.ho","1","Yes","Cohort Studies",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Oncology",,,"High quality descriptive studies","Natural history studies",,,,,,,,"Yes",
"101","S Shi, M Qin, B Shen, Y Cai, T Liu, F Yang, W Gong, X Liu, J Liang, Q Zhao, H Huang, B Yang, C Huang","Association of Cardiac Injury With Mortality in Hospitalized Patients With COVID-19 in Wuhan, China.","Mar 2020","JAMA cardiology","32211816","Meghanglibbery","1","Yes","Cohort Studies","416","N/A - pick if not case report",,"Cardiology",,,,,,"Internal Medicine",,,,,,,,,,,,,,,"Natural history studies",,,,,"Other","Epidemiology",,"Yes",
"101","S Shi, M Qin, B Shen, Y Cai, T Liu, F Yang, W Gong, X Liu, J Liang, Q Zhao, H Huang, B Yang, C Huang","Association of Cardiac Injury With Mortality in Hospitalized Patients With COVID-19 in Wuhan, China.","Mar 2020","JAMA cardiology","32211816","jasper.ho","1","Yes","Cohort Studies",,"N/A - pick if not case report",,"Cardiology",,,,,,"Internal Medicine",,,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
"106","M Guastalegname, A Vallone","Could chloroquine /hydroxychloroquine be harmful in Coronavirus Disease 2019 (COVID-19) treatment?","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32211771","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,"Internal Medicine","ICU",,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,"Yes",
"106","M Guastalegname, A Vallone","Could chloroquine /hydroxychloroquine be harmful in Coronavirus Disease 2019 (COVID-19) treatment?","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32211771","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,"Internal Medicine",,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"107","G Fiorino, M Allocca, F Furfaro, D Gilardi, A Zilli, S Radice, A Spinelli, S Danese","Inflammatory bowel disease care in the COVID-19 pandemic era: the Humanitas, Milan experience.","Mar 2020","Journal of Crohn's & colitis","32211765","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,"Gastroenterology",,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"107","G Fiorino, M Allocca, F Furfaro, D Gilardi, A Zilli, S Radice, A Spinelli, S Danese","Inflammatory bowel disease care in the COVID-19 pandemic era: the Humanitas, Milan experience.","Mar 2020","Journal of Crohn's & colitis","32211765","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,"Gastroenterology",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"108","Y Sun, V Koh, K Marimuthu, OT Ng, B Young, S Vasoo, M Chan, VJM Lee, PP De, T Barkham, RTP Lin, AR Cook, YS Leo","Epidemiological and Clinical Predictors of COVID-19.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32211755","Meghanglibbery","1","Yes","Case Control Studies","788","N/A - pick if not case report",,,,,,"General",,,,,,,,,,,,"Other","Epidemiology",,,,,,,,,"Other","Epidemiology",,"Yes",
"108","Y Sun, V Koh, K Marimuthu, OT Ng, B Young, S Vasoo, M Chan, VJM Lee, PP De, T Barkham, RTP Lin, AR Cook, YS Leo","Epidemiological and Clinical Predictors of COVID-19.","Mar 2020","Clinical infectious diseases : an official publication of the Infectious Diseases Society of America","32211755","jasper.ho","1","Yes","Case Control Studies",,"N/A - pick if not case report",,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,"Other","Prediction score",,"Yes",
"117","V Gewin","Five tips for moving teaching online as COVID-19 takes hold.","Mar 2020","Nature","32210377","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Education",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"117","V Gewin","Five tips for moving teaching online as COVID-19 takes hold.","Mar 2020","Nature","32210377","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,"Medical Education",,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"120","M Brindle, A Gawande","Managing COVID-19 in Surgical Systems.","Mar 2020","Annals of surgery","32209891","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report","Anesthesia",,,,,,,,,,,,,,,,,"Other","General Surgery",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"120","M Brindle, A Gawande","Managing COVID-19 in Surgical Systems.","Mar 2020","Annals of surgery","32209891","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,,,,,,,,,,,,,"Other","Surgery",,,,,,,,"Letter to the Editor/Opinion",,,,"Yes",
"121","Y Deng, W Liu, K Liu, YY Fang, J Shang, L Zhou, K Wang, F Leng, S Wei, L Chen, HG Liu","Clinical characteristics of fatal and recovered cases of coronavirus disease 2019 (COVID-19) in Wuhan, China: a retrospective study.","Mar 2020","Chinese medical journal","32209890","Daniellevin","1","Yes","Cohort Studies","225","N/A - pick if not case report",,,,,,"General",,"Internal Medicine","ICU",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,"Yes",
"121","Y Deng, W Liu, K Liu, YY Fang, J Shang, L Zhou, K Wang, F Leng, S Wei, L Chen, HG Liu","Clinical characteristics of fatal and recovered cases of coronavirus disease 2019 (COVID-19) in Wuhan, China: a retrospective study.","Mar 2020","Chinese medical journal","32209890","jasper.ho","1","Yes","Case Control Studies",,"N/A - pick if not case report",,,,,,"General",,"Internal Medicine","ICU",,,,,,,,,,,,,"High quality descriptive studies","Natural history studies",,,,,,,,"Yes",
"122",,"Diagnosis and Treatment Plan for COVID-19 (Trial Version 6).","Mar 2020","Chinese medical journal","32209888","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,"N/A - pick if not case report",,,,,,"General",,"Internal Medicine","ICU",,,,,,,,,,,,,,"Natural history studies",,,,,,,,"Yes",
