"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> ICU","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Opthomology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Peds","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Speciality Bucket -> Other","Speciality Bucket -> Other (COMMENT)","Type Bucket -> Evidence-based guidance documents and guidelines","Type Bucket -> High quality observational  studies (cohort, case-control studies, etc.)","Type Bucket -> High quality experimental studies (RCTs)","Type Bucket -> Natural history studies","Type Bucket -> Case report","Type Bucket -> Lab studies","Type Bucket -> Reports of interventions/treatments","Type Bucket -> Imaging studies","Type Bucket -> Letter to the Editor/Opinion","Type Bucket -> Statistical modelling/analytical studies","Type Bucket -> Incorrect Coronavirus","Type Bucket -> Not in English","Type Bucket -> Other","Type Bucket -> Other (COMMENT)","Type Bucket -> Can't tell","Should this reference be included in the next stage? ",
"151","AHJ Danser, M Epstein, D Batlle","Renin-Angiotensin System Blockers and the COVID-19 Pandemic: At Present There Is No Evidence to Abandon Renin-Angiotensin System Blockers.","During the spread of the severe acute respiratory syndrome coronavirus-2, some reports of data still emerging and in need of full analysis indicate that certain groups of patients are at risk of COVID-19. This includes patients with hypertension, heart disease, diabetes mellitus, and clearly the elderly. Many of those patients are treated with reninangiotensin system blockers. Because the ACE2 (angiotensin-converting enzyme 2) protein is the receptor that facilitates coronavirus entry into cells, the notion has been popularized that treatment with renin-angiotensin system blockers might increase the risk of developing a severe and fatal severe acute respiratory syndrome coronavirus-2 infection. The present article discusses this concept. ACE2 in its full-length form is a membrane-bound enzyme, whereas its shorter (soluble) form circulates in blood at very low levels. As a mono-carboxypeptidase, ACE2 contributes to the degradation of several substrates including angiotensins I and II. ACE (angiotensin-converting enzyme) inhibitors do not inhibit ACE2 because ACE and ACE2 are different enzymes. Although angiotensin II type 1 receptor blockers have been shown to upregulate ACE2 in experimental animals, the evidence is not always consistent and differs among the diverse angiotensin II type 1 receptor blockers and differing organs. Moreover, there are no data to support the notion that ACE inhibitor or angiotensin II type 1 receptor blocker administration facilitates coronavirus entry by increasing ACE2 expression in either animals or humans. Indeed, animal data support elevated ACE2 expression as conferring potential protective pulmonary and cardiovascular effects. In summary, based on the currently available evidence, treatment with renin-angiotensin system blockers should not be discontinued because of concerns with coronavirus infection.  ","Mar 2020","Hypertension (Dallas, Tex. : 1979)","32208987","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"151","AHJ Danser, M Epstein, D Batlle","Renin-Angiotensin System Blockers and the COVID-19 Pandemic: At Present There Is No Evidence to Abandon Renin-Angiotensin System Blockers.","During the spread of the severe acute respiratory syndrome coronavirus-2, some reports of data still emerging and in need of full analysis indicate that certain groups of patients are at risk of COVID-19. This includes patients with hypertension, heart disease, diabetes mellitus, and clearly the elderly. Many of those patients are treated with reninangiotensin system blockers. Because the ACE2 (angiotensin-converting enzyme 2) protein is the receptor that facilitates coronavirus entry into cells, the notion has been popularized that treatment with renin-angiotensin system blockers might increase the risk of developing a severe and fatal severe acute respiratory syndrome coronavirus-2 infection. The present article discusses this concept. ACE2 in its full-length form is a membrane-bound enzyme, whereas its shorter (soluble) form circulates in blood at very low levels. As a mono-carboxypeptidase, ACE2 contributes to the degradation of several substrates including angiotensins I and II. ACE (angiotensin-converting enzyme) inhibitors do not inhibit ACE2 because ACE and ACE2 are different enzymes. Although angiotensin II type 1 receptor blockers have been shown to upregulate ACE2 in experimental animals, the evidence is not always consistent and differs among the diverse angiotensin II type 1 receptor blockers and differing organs. Moreover, there are no data to support the notion that ACE inhibitor or angiotensin II type 1 receptor blocker administration facilitates coronavirus entry by increasing ACE2 expression in either animals or humans. Indeed, animal data support elevated ACE2 expression as conferring potential protective pulmonary and cardiovascular effects. In summary, based on the currently available evidence, treatment with renin-angiotensin system blockers should not be discontinued because of concerns with coronavirus infection.  ","Mar 2020","Hypertension (Dallas, Tex. : 1979)","32208987","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,,,,,"General",,,"Internal Medicine",,,,"Nephrology",,,,,,,,,,,,,,,,,,,,,,"Lab studies",,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"153","L Su, X Ma, H Yu, Z Zhang, P Bian, Y Han, J Sun, Y Liu, C Yang, J Geng, Z Zhang, Z Gai","The different clinical characteristics of corona virus disease cases between children and their families in China - the character of children with COVID-19.","This study aims to analyze the different clinical characteristics between children and their families infected with severe acute respiratory syndrome coronavirus 2. Clinical data from nine children and their 14 families were collected, including general status, clinical, laboratory test, and imaging characteristics. All the children were detected positive result after their families onset. Three children had fever (22.2%) or cough (11.2%) symptoms and six (66.7%) children had no symptom. Among the 14 adult patients, the major symptoms included fever (57.1%), cough (35.7%), chest tightness/pain (21.4%), fatigue (21.4%) and sore throat (7.1%). Nearly 70% of the patients had normal (71.4%) or decreased (28.6%) white blood cell counts, and 50% (7/14) had lymphocytopenia. There were 10 adults (71.4%) showed abnormal imaging. The main manifestations were pulmonary consolidation (70%), nodular shadow (50%), and ground glass opacity (50%). Five discharged children were admitted again because their stool showed positive result in SARS-CoV-2 PCR. COVID-19 in children is mainly caused by family transmission, and their symptoms are mild and prognosis is better than adult. However, their PCR result in stool showed longer time than their families. Because of the mild or asymptomatic clinical process, it is difficult to recognize early for pediatrician and public health staff.  ","Dec 2020","Emerging microbes & infections","32208917","Daniellevin","1","Yes","Case Series/Report",,,,,,"Gastroenterology",,,,,,,,,,,,,,,,"Peds",,,"Respirology",,,,,,,,,,,"Case report",,,,,,,,,,,"Yes",
"153","L Su, X Ma, H Yu, Z Zhang, P Bian, Y Han, J Sun, Y Liu, C Yang, J Geng, Z Zhang, Z Gai","The different clinical characteristics of corona virus disease cases between children and their families in China - the character of children with COVID-19.","This study aims to analyze the different clinical characteristics between children and their families infected with severe acute respiratory syndrome coronavirus 2. Clinical data from nine children and their 14 families were collected, including general status, clinical, laboratory test, and imaging characteristics. All the children were detected positive result after their families onset. Three children had fever (22.2%) or cough (11.2%) symptoms and six (66.7%) children had no symptom. Among the 14 adult patients, the major symptoms included fever (57.1%), cough (35.7%), chest tightness/pain (21.4%), fatigue (21.4%) and sore throat (7.1%). Nearly 70% of the patients had normal (71.4%) or decreased (28.6%) white blood cell counts, and 50% (7/14) had lymphocytopenia. There were 10 adults (71.4%) showed abnormal imaging. The main manifestations were pulmonary consolidation (70%), nodular shadow (50%), and ground glass opacity (50%). Five discharged children were admitted again because their stool showed positive result in SARS-CoV-2 PCR. COVID-19 in children is mainly caused by family transmission, and their symptoms are mild and prognosis is better than adult. However, their PCR result in stool showed longer time than their families. Because of the mild or asymptomatic clinical process, it is difficult to recognize early for pediatrician and public health staff.  ","Dec 2020","Emerging microbes & infections","32208917","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,"Peds",,,,,"Radiology",,,,,,,,"Natural history studies","Case report",,"Reports of interventions/treatments","Imaging studies",,,,,,,,"Yes",
"155","R Kunz, M Minder","COVID-19 pandemic: palliative care for elderly and frail patients at home and in residential and nursing homes.",,"03 2020","Swiss medical weekly","32208497","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,"Palliative Care",,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"155","R Kunz, M Minder","COVID-19 pandemic: palliative care for elderly and frail patients at home and in residential and nursing homes.",,"03 2020","Swiss medical weekly","32208497","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,"Family Medicine",,,"General",,,,,,,,,,,,"Palliative Care",,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"156","Swiss Academy Of Medical Sciences","COVID-19 pandemic: triage for intensive-care treatment under resource scarcity.",,"03 2020","Swiss medical weekly","32208495","Daniellevin","1","Yes","Narrative Review/Expert Opinion","Anesthesia",,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"156","Swiss Academy Of Medical Sciences","COVID-19 pandemic: triage for intensive-care treatment under resource scarcity.",,"03 2020","Swiss medical weekly","32208495","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"158","Swiss Society Of Intensive Care Medicine","Recommendations for the admission of patients with COVID-19 to intensive care and intermediate care units (ICUs and IMCUs).",,"03 2020","Swiss medical weekly","32208493","Daniellevin","1","Yes","Narrative Review/Expert Opinion","Anesthesia",,,,,,,,,,,"ICU",,,,,,,,,,,,,,,,,,,,,,,"Natural history studies",,,,,,,,,,,,"Yes",
"158","Swiss Society Of Intensive Care Medicine","Recommendations for the admission of patients with COVID-19 to intensive care and intermediate care units (ICUs and IMCUs).",,"03 2020","Swiss medical weekly","32208493","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,"Emergency Medicine",,,,,,,"Internal Medicine","ICU",,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,"Natural history studies",,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"160","AB Patel, A Verma","COVID-19 and Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers: What Is the Evidence?",,"Mar 2020","JAMA","32208485","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,,"Yes",
"160","AB Patel, A Verma","COVID-19 and Angiotensin-Converting Enzyme Inhibitors and Angiotensin Receptor Blockers: What Is the Evidence?",,"Mar 2020","JAMA","32208485","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,"Cardiology",,,"Family Medicine",,,,,,"Internal Medicine",,,,"Nephrology",,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"162","Z Huang, S Zhao, Z Li, W Chen, L Zhao, L Deng, B Song","The Battle Against Coronavirus Disease 2019 (COVID-19): Emergency Management and Infection Control in a Radiology Department.","OBJECTIVE: To describe the strategy and the emergency management and infection control procedures of our radiology department during the COVID-19 outbreak.  METHODS: We set up emergency management and sensing control teams. The team formulated various measures, such as reconfiguration of the radiology department, personal protection and staff training, standardized imaging examination procedures for fever patients and common patients, and so on.  RESULTS: From January 21 to March 9, 3,083 people underwent fever-CT examinations. Including the initial examination and reexamination, the total number of fever CT examination is 3,340. As a result of our precautions, none of the staff of the radiology department was infected with COVID-19.  CONCLUSION: Strategic planning and adequate protections can help protect patients and staff against a highly infectious disease while allow normal functioning at a high-volume capacity.  ","Mar 2020","Journal of the American College of Radiology : JACR","32208140","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"162","Z Huang, S Zhao, Z Li, W Chen, L Zhao, L Deng, B Song","The Battle Against Coronavirus Disease 2019 (COVID-19): Emergency Management and Infection Control in a Radiology Department.","OBJECTIVE: To describe the strategy and the emergency management and infection control procedures of our radiology department during the COVID-19 outbreak.  METHODS: We set up emergency management and sensing control teams. The team formulated various measures, such as reconfiguration of the radiology department, personal protection and staff training, standardized imaging examination procedures for fever patients and common patients, and so on.  RESULTS: From January 21 to March 9, 3,083 people underwent fever-CT examinations. Including the initial examination and reexamination, the total number of fever CT examination is 3,340. As a result of our precautions, none of the staff of the radiology department was infected with COVID-19.  CONCLUSION: Strategic planning and adequate protections can help protect patients and staff against a highly infectious disease while allow normal functioning at a high-volume capacity.  ","Mar 2020","Journal of the American College of Radiology : JACR","32208140","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Reports of interventions/treatments",,,,,,,,,"Yes",
"163","D Fessell, C Cherniss","COVID-19 & Beyond: Micro-practices for Burnout Prevention and Emotional Wellness.",,"Mar 2020","Journal of the American College of Radiology : JACR","32208139","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,,"Yes",
"163","D Fessell, C Cherniss","COVID-19 & Beyond: Micro-practices for Burnout Prevention and Emotional Wellness.",,"Mar 2020","Journal of the American College of Radiology : JACR","32208139","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"General",,,,,"Medical Education",,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Opinion",,,,,,,"Yes",
"164","AH Davarpanah, A Mahdavi, A Sabri, TF Langroudi, S Kahkouee, S Haseli, MA Kazemi, P Mehrian, A Mahdavi, F Falahati, AM Tuchayi, M Bakhshayeshkaram, MS Taheri","Novel Screening and Triage Strategy in Iran During Deadly COVID-19 Epidemic; Value of Humanitarian Teleconsultation Service.",,"Mar 2020","Journal of the American College of Radiology : JACR","32208138","Daniellevin","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,,"Imaging studies",,,,,,,,"Yes",
"164","AH Davarpanah, A Mahdavi, A Sabri, TF Langroudi, S Kahkouee, S Haseli, MA Kazemi, P Mehrian, A Mahdavi, F Falahati, AM Tuchayi, M Bakhshayeshkaram, MS Taheri","Novel Screening and Triage Strategy in Iran During Deadly COVID-19 Epidemic; Value of Humanitarian Teleconsultation Service.",,"Mar 2020","Journal of the American College of Radiology : JACR","32208138","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,,,,,"Public Health",,,,"Radiology",,,,,,,,,,,,"Imaging studies",,,,,,,,"Yes",
"165","W Guan, J Liu, C Yu","CT Findings of Coronavirus Disease (COVID-19) Severe Pneumonia.",,"Mar 2020","AJR. American journal of roentgenology","32208010","Daniellevin","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,"Case report",,,,,,,,,,,"Yes",
"165","W Guan, J Liu, C Yu","CT Findings of Coronavirus Disease (COVID-19) Severe Pneumonia.",,"Mar 2020","AJR. American journal of roentgenology","32208010","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,"Natural history studies",,,,"Imaging studies",,,,,,,,"Yes",
"168","AL Giwa, A Desai, A Duca","Novel 2019 coronavirus SARS-CoV-2 (COVID-19): An updated overview for emergency clinicians","The novel coronavirus, COVID-19, has quickly become a worldwide threat to health, travel, and commerce. This overview analyzes the best information from the early research, including epidemiologic and demographic features from SARS-CoV-1 and MERS-CoV viruses; lessons learned from the experience of an emergency physician in Northern Italy, where the outbreak has devastated the healthcare system; evidence on transmission and prevention through safe use of PPE; evidence and advice on SARS-CoV-2 testing and co-infection; management options; airway management options; steps for rapid sequence intubation in the ED and managing disaster ventilation; and  information on managing pediatric and pregnant patients.  ","05 2020","Emergency medicine practice","32207910","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,"Emergency Medicine",,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Opinion",,,,,,,"Yes",
"168","AL Giwa, A Desai, A Duca","Novel 2019 coronavirus SARS-CoV-2 (COVID-19): An updated overview for emergency clinicians","The novel coronavirus, COVID-19, has quickly become a worldwide threat to health, travel, and commerce. This overview analyzes the best information from the early research, including epidemiologic and demographic features from SARS-CoV-1 and MERS-CoV viruses; lessons learned from the experience of an emergency physician in Northern Italy, where the outbreak has devastated the healthcare system; evidence on transmission and prevention through safe use of PPE; evidence and advice on SARS-CoV-2 testing and co-infection; management options; airway management options; steps for rapid sequence intubation in the ED and managing disaster ventilation; and  information on managing pediatric and pregnant patients.  ","05 2020","Emergency medicine practice","32207910","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,"Emergency Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,,,,,"Yes",
