"Refid","Author","Title","Abstract","Date","Journal","PMID","User","Level","Were you able to find the article? ","Type of Study","Speciality Bucket -> Anesthesia","Speciality Bucket -> Cardiology","Speciality Bucket -> Dermatology","Speciality Bucket -> Emergency Medicine","Speciality Bucket -> ENT","Speciality Bucket -> Family Medicine","Speciality Bucket -> Gastroenterology","Speciality Bucket -> Geriatrics","Speciality Bucket -> General","Speciality Bucket -> Hematology","Speciality Bucket -> ICU","Speciality Bucket -> Infectious Disease","Speciality Bucket -> Immunology","Speciality Bucket -> Internal Medicine","Speciality Bucket -> Medical Education","Speciality Bucket -> Microbiology","Speciality Bucket -> Nephrology","Speciality Bucket -> Neurology","Speciality Bucket -> OBGYN","Speciality Bucket -> Oncology","Speciality Bucket -> Ophthalmology","Speciality Bucket -> Palliative Care","Speciality Bucket -> Pathology","Speciality Bucket -> Pediatrics","Speciality Bucket -> Public Health","Speciality Bucket -> Psych","Speciality Bucket -> Respirology","Speciality Bucket -> Rheumatology","Speciality Bucket -> Radiology","Speciality Bucket -> Surgery","Speciality Bucket -> Urology","Type of Publication -> Evidence-based guidance documents and guidelines","Type of Publication -> Systematic review/meta analysis","Type of Publication -> Observational  studies","Type of Publication -> Experimental studies","Type of Publication -> Natural history studies","Type of Publication -> Case report","Type of Publication -> Lab studies","Type of Publication -> Reports of interventions/treatments","Type of Publication -> Imaging studies","Type of Publication -> Letter to the Editor/Narrative Review","Type of Publication -> Statistical modelling/analytical studies","Should this reference be included in the next stage? ",
"165","W Guan, J Liu, C Yu","CT Findings of Coronavirus Disease (COVID-19) Severe Pneumonia.",,"Mar 2020","AJR. American journal of roentgenology","32208010","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,"Natural history studies",,,,"Imaging studies",,,"Yes",
"168","AL Giwa, A Desai, A Duca","Novel 2019 coronavirus SARS-CoV-2 (COVID-19): An updated overview for emergency clinicians","The novel coronavirus, COVID-19, has quickly become a worldwide threat to health, travel, and commerce. This overview analyzes the best information from the early research, including epidemiologic and demographic features from SARS-CoV-1 and MERS-CoV viruses; lessons learned from the experience of an emergency physician in Northern Italy, where the outbreak has devastated the healthcare system; evidence on transmission and prevention through safe use of PPE; evidence and advice on SARS-CoV-2 testing and co-infection; management options; airway management options; steps for rapid sequence intubation in the ED and managing disaster ventilation; and  information on managing pediatric and pregnant patients.  ","05 2020","Emergency medicine practice","32207910","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,"Emergency Medicine",,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
"168","AL Giwa, A Desai, A Duca","Novel 2019 coronavirus SARS-CoV-2 (COVID-19): An updated overview for emergency clinicians","The novel coronavirus, COVID-19, has quickly become a worldwide threat to health, travel, and commerce. This overview analyzes the best information from the early research, including epidemiologic and demographic features from SARS-CoV-1 and MERS-CoV viruses; lessons learned from the experience of an emergency physician in Northern Italy, where the outbreak has devastated the healthcare system; evidence on transmission and prevention through safe use of PPE; evidence and advice on SARS-CoV-2 testing and co-infection; management options; airway management options; steps for rapid sequence intubation in the ED and managing disaster ventilation; and  information on managing pediatric and pregnant patients.  ","05 2020","Emergency medicine practice","32207910","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,"Emergency Medicine",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evidence-based guidance documents and guidelines",,,,,,,,,,,"Yes",
"169","F Ferro, E Elefante, C Baldini, E Bartoloni, I Puxeddu, R Talarico, M Mosca, S Bombardieri","COVID-19: the new challenge for rheumatologists.",,,"Clinical and experimental rheumatology","32207680","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,"Rheumatology",,,,,,,,,,,"Reports of interventions/treatments",,"Letter to the Editor/Narrative Review",,"Yes",
"169","F Ferro, E Elefante, C Baldini, E Bartoloni, I Puxeddu, R Talarico, M Mosca, S Bombardieri","COVID-19: the new challenge for rheumatologists.",,,"Clinical and experimental rheumatology","32207680","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,"Internal Medicine",,,,,,,,,,,,,,"Rheumatology",,,,"Evidence-based guidance documents and guidelines",,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"175","GE Nicol, JF Piccirillo, BH Mulsant, EJ Lenze","Action at a Distance: Geriatric Research during a Pandemic.","BACKGROUND: ""Action at a distance"" may be the new norm for clinical researchers in the context of the COVID-19 pandemic, which may require social distancing for the next 18 months. We must minimize face-to-face contact with vulnerable populations. But we must also persist, adapt, and help our older patients and study participants during the pandemic.  METHODS: Clinical researchers have an obligation to help, and we can. Recommendations for clinical researchers working with older adults during the COVID-19 pandemic are discussed.  RESULTS: Implement technology now: Minimize face-to-face contact with participants by utilizing digital tools, such as shifting to electronic informed consent and digital HIPAA-compliant tools like emailed surveys or telehealth assessments. Assess the psychological and social impact of COVID-19: How are participants coping? What health or social behaviors have changed? How are they keeping up with current events? What are they doing to stay connected to their families, friends, and communities? Are their health care needs being met? Current studies should be adapted immediately to these ends. Mobilize research platforms for patient needs: Leverage our relationships with participants and rapidly deploy novel clinical engagement techniques such as digital tools to intervene remotely to reduce the negative effects of social isolation on our participants. Equip research staff with tangible resources, and provide timely population-specific health information to support patients and healthcare providers.  CONCLUSIONS: We have an opportunity to make an impact on our older adult patients now, as this pandemic continues to unfold. Above all, clinical researchers need to continue working - to help as many people as possible through the crisis. This article is protected by copyright. All rights reserved.  ","Mar 2020","Journal of the American Geriatrics Society","32207542","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"Geriatrics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"175","GE Nicol, JF Piccirillo, BH Mulsant, EJ Lenze","Action at a Distance: Geriatric Research during a Pandemic.","BACKGROUND: ""Action at a distance"" may be the new norm for clinical researchers in the context of the COVID-19 pandemic, which may require social distancing for the next 18 months. We must minimize face-to-face contact with vulnerable populations. But we must also persist, adapt, and help our older patients and study participants during the pandemic.  METHODS: Clinical researchers have an obligation to help, and we can. Recommendations for clinical researchers working with older adults during the COVID-19 pandemic are discussed.  RESULTS: Implement technology now: Minimize face-to-face contact with participants by utilizing digital tools, such as shifting to electronic informed consent and digital HIPAA-compliant tools like emailed surveys or telehealth assessments. Assess the psychological and social impact of COVID-19: How are participants coping? What health or social behaviors have changed? How are they keeping up with current events? What are they doing to stay connected to their families, friends, and communities? Are their health care needs being met? Current studies should be adapted immediately to these ends. Mobilize research platforms for patient needs: Leverage our relationships with participants and rapidly deploy novel clinical engagement techniques such as digital tools to intervene remotely to reduce the negative effects of social isolation on our participants. Equip research staff with tangible resources, and provide timely population-specific health information to support patients and healthcare providers.  CONCLUSIONS: We have an opportunity to make an impact on our older adult patients now, as this pandemic continues to unfold. Above all, clinical researchers need to continue working - to help as many people as possible through the crisis. This article is protected by copyright. All rights reserved.  ","Mar 2020","Journal of the American Geriatrics Society","32207542","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,"Geriatrics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letter to the Editor/Narrative Review",,"Yes",
"178","J Nie, Q Li, J Wu, C Zhao, H Hao, H Liu, L Zhang, L Nie, H Qin, M Wang, Q Lu, X Li, Q Sun, J Liu, C Fan, W Huang, M Xu, Y Wang","Establishment and validation of a pseudovirus neutralization assay for SARS-CoV-2.","Pseudoviruses are useful virological tools because of their safety and versatility, especially for emerging and re-emerging viruses. Due to its high pathogenicity and infectivity and the lack of effective vaccines and therapeutics, live SARS-CoV-2 has to be handled under biosafety level 3 conditions, which has hindered the development of vaccines and therapeutics. Based on a VSV pseudovirus production system, a pseudovirus-based neutralization assay has been developed for evaluating neutralizing antibodies against SARS-CoV-2 in biosafety level 2 facilities. The key parameters for this assay were optimized, including cell types, cell numbers, virus inoculum. When tested against the SARS-CoV-2 pseudovirus, SARS-CoV-2 convalescent patient sera showed high neutralizing potency, which underscore its potential as therapeutics. The limit of detection for this assay was determined as 22.1 and 43.2 for human and mouse serum samples respectively using a panel of 120 negative samples. The cutoff values were set as 30 and 50 for human and mouse serum samples, respectively. This assay showed relatively low coefficient of variations with 15.9% and 16.2% for the intra- and inter-assay analyses respectively. Taken together, we established a robust pseudovirus-based neutralization assay for SARS-CoV-2 and are glad to share pseudoviruses and related protocols with the developers of vaccines or therapeutics to fight against this lethal virus.  ","Dec 2020","Emerging microbes & infections","32207377","Meghanglibbery","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,,,"Microbiology",,,,,,,,,,,,,,,,,,,,,,"Lab studies",,,,,"Yes",
"178","J Nie, Q Li, J Wu, C Zhao, H Hao, H Liu, L Zhang, L Nie, H Qin, M Wang, Q Lu, X Li, Q Sun, J Liu, C Fan, W Huang, M Xu, Y Wang","Establishment and validation of a pseudovirus neutralization assay for SARS-CoV-2.","Pseudoviruses are useful virological tools because of their safety and versatility, especially for emerging and re-emerging viruses. Due to its high pathogenicity and infectivity and the lack of effective vaccines and therapeutics, live SARS-CoV-2 has to be handled under biosafety level 3 conditions, which has hindered the development of vaccines and therapeutics. Based on a VSV pseudovirus production system, a pseudovirus-based neutralization assay has been developed for evaluating neutralizing antibodies against SARS-CoV-2 in biosafety level 2 facilities. The key parameters for this assay were optimized, including cell types, cell numbers, virus inoculum. When tested against the SARS-CoV-2 pseudovirus, SARS-CoV-2 convalescent patient sera showed high neutralizing potency, which underscore its potential as therapeutics. The limit of detection for this assay was determined as 22.1 and 43.2 for human and mouse serum samples respectively using a panel of 120 negative samples. The cutoff values were set as 30 and 50 for human and mouse serum samples, respectively. This assay showed relatively low coefficient of variations with 15.9% and 16.2% for the intra- and inter-assay analyses respectively. Taken together, we established a robust pseudovirus-based neutralization assay for SARS-CoV-2 and are glad to share pseudoviruses and related protocols with the developers of vaccines or therapeutics to fight against this lethal virus.  ","Dec 2020","Emerging microbes & infections","32207377","jasper.ho","1","Yes","Animal or Laboratory Study",,,,,,,,,,,,,,,,"Microbiology",,,,,,,,,,,,,,,,,,,,,,"Lab studies",,,,,"Yes",
"179","Z Chen, Y Li, B Wu, Y Hou, J Bao, X Deng","A Patient with COVID-19 Presenting a False-Negative Reverse Transcriptase Polymerase Chain Reaction Result.",,"Mar 2020","Korean journal of radiology","32207257","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,"General",,,,,"Internal Medicine",,,,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,"Yes",
"179","Z Chen, Y Li, B Wu, Y Hou, J Bao, X Deng","A Patient with COVID-19 Presenting a False-Negative Reverse Transcriptase Polymerase Chain Reaction Result.",,"Mar 2020","Korean journal of radiology","32207257","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,"Microbiology",,,,,,,,,,,,,,,,,,,,,"Case report",,,,,,"Yes",
"181","R Sun, H Liu, X Wang","Mediastinal Emphysema, Giant Bulla, and Pneumothorax Developed during the Course of COVID-19 Pneumonia.","The coronavirus disease 2019 (COVID-19) pneumonia is a recent outbreak in mainland China and has rapidly spread to multiple countries worldwide. Pulmonary parenchymal opacities are often observed during chest radiography. Currently, few cases have reported the complications of severe COVID-19 pneumonia. We report a case where serial follow-up chest computed tomography revealed progression of pulmonary lesions into confluent bilateral consolidation with lower lung predominance, thereby confirming COVID-19 pneumonia. Furthermore, complications such as mediastinal emphysema, giant bulla, and pneumothorax were also observed during the course of the disease.  ","Mar 2020","Korean journal of radiology","32207255","Meghanglibbery","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,"Natural history studies",,,,,,,"Yes",
"181","R Sun, H Liu, X Wang","Mediastinal Emphysema, Giant Bulla, and Pneumothorax Developed during the Course of COVID-19 Pneumonia.","The coronavirus disease 2019 (COVID-19) pneumonia is a recent outbreak in mainland China and has rapidly spread to multiple countries worldwide. Pulmonary parenchymal opacities are often observed during chest radiography. Currently, few cases have reported the complications of severe COVID-19 pneumonia. We report a case where serial follow-up chest computed tomography revealed progression of pulmonary lesions into confluent bilateral consolidation with lower lung predominance, thereby confirming COVID-19 pneumonia. Furthermore, complications such as mediastinal emphysema, giant bulla, and pneumothorax were also observed during the course of the disease.  ","Mar 2020","Korean journal of radiology","32207255","jasper.ho","1","Yes","Case Series/Report",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,"Yes",
"182","F Moro, D Buonsenso, MC Moruzzi, R Inchingolo, A Smargiassi, L Demi, AR Larici, G Scambia, A Lanzone, AC Testa","How to perform lung ultrasound in pregnant women with suspected COVID-19 infection.","Under specific circumstances, such as during the current COVID-19 outbreak, pregnant women can be a target for respiratory infection, and lung examination may be required as part of their clinical evaluation, ideally avoiding exposure to radiation. We propose a practical approach for obstetricians/gynecologists to perform lung ultrasound, showing potential applications, semiology and practical aspects, which should be of particular importance in emergency situations, such as the current pandemic infection of COVID-19. This article is protected by copyright. All rights reserved.  ","Mar 2020","Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology","32207208","Meghanglibbery","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,"Yes",
"182","F Moro, D Buonsenso, MC Moruzzi, R Inchingolo, A Smargiassi, L Demi, AR Larici, G Scambia, A Lanzone, AC Testa","How to perform lung ultrasound in pregnant women with suspected COVID-19 infection.","Under specific circumstances, such as during the current COVID-19 outbreak, pregnant women can be a target for respiratory infection, and lung examination may be required as part of their clinical evaluation, ideally avoiding exposure to radiation. We propose a practical approach for obstetricians/gynecologists to perform lung ultrasound, showing potential applications, semiology and practical aspects, which should be of particular importance in emergency situations, such as the current pandemic infection of COVID-19. This article is protected by copyright. All rights reserved.  ","Mar 2020","Ultrasound in obstetrics & gynecology : the official journal of the International Society of Ultrasound in Obstetrics and Gynecology","32207208","jasper.ho","1","Yes","Narrative Review/Expert Opinion",,,,,,,,,,,,,,,,,,,"OBGYN",,,,,,,,,,"Radiology",,,,,,,,,,,"Imaging studies",,,"Yes",
